	Heit(m)	air(kg/m3)
906	906000.0	8.287e-15
907	907000.0	8.249e-15
908	908000.0	8.211e-15
909	909000.0	8.173e-15
910	910000.0	8.136000000000001e-15
911	911000.0	8.099e-15
912	912000.0	8.062e-15
913	913000.0	8.026e-15
914	914000.0	7.989e-15
915	915000.0	7.953000000000001e-15
916	916000.0	7.918000000000001e-15
917	917000.0	7.882e-15
918	918000.0	7.847e-15
919	919000.0	7.811e-15
920	920000.0	7.775999999999999e-15
921	921000.0	7.742e-15
922	922000.0	7.707e-15
923	923000.0	7.673000000000001e-15
924	924000.0	7.639000000000001e-15
925	925000.0	7.605000000000001e-15
926	926000.0	7.571999999999999e-15
927	927000.0	7.537999999999999e-15
928	928000.0	7.505e-15
929	929000.0	7.472e-15
930	930000.0	7.439e-15
931	931000.0	7.407e-15
932	932000.0	7.373999999999999e-15
933	933000.0	7.342e-15
934	934000.0	7.310000000000001e-15
935	935000.0	7.277999999999999e-15
936	936000.0	7.247e-15
937	937000.0	7.215e-15
938	938000.0	7.184e-15
939	939000.0	7.153000000000001e-15
940	940000.0	7.122e-15
941	941000.0	7.091e-15
942	942000.0	7.060999999999999e-15
943	943000.0	7.03e-15
944	944000.0	6.999999999999999e-15
945	945000.0	6.970000000000001e-15
946	946000.0	6.9410000000000006e-15
947	947000.0	6.911e-15
948	948000.0	6.882e-15
949	949000.0	6.852e-15
950	950000.0	6.823e-15
951	951000.0	6.794e-15
952	952000.0	6.765e-15
953	953000.0	6.737e-15
954	954000.0	6.708e-15
955	955000.0	6.68e-15
956	956000.0	6.652e-15
957	957000.0	6.624e-15
958	958000.0	6.596e-15
959	959000.0	6.569e-15
960	960000.0	6.541e-15
961	961000.0	6.5140000000000005e-15
962	962000.0	6.487e-15
963	963000.0	6.46e-15
964	964000.0	6.433e-15
965	965000.0	6.4059999999999996e-15
966	966000.0	6.379e-15
967	967000.0	6.353e-15
968	968000.0	6.3270000000000005e-15
969	969000.0	6.301e-15
970	970000.0	6.2750000000000004e-15
971	971000.0	6.2489999999999996e-15
972	972000.0	6.2229999999999996e-15
973	973000.0	6.197e-15
974	974000.0	6.172e-15
975	975000.0	6.147e-15
976	976000.0	6.121e-15
977	977000.0	6.096e-15
978	978000.0	6.071e-15
979	979000.0	6.047000000000001e-15
980	980000.0	6.022e-15
981	981000.0	5.9969999999999994e-15
982	982000.0	5.973e-15
983	983000.0	5.9489999999999994e-15
984	984000.0	5.925e-15
985	985000.0	5.9009999999999994e-15
986	986000.0	5.877e-15
987	987000.0	5.853e-15
988	988000.0	5.829000000000001e-15
989	989000.0	5.806e-15
990	990000.0	5.782e-15
991	991000.0	5.759e-15
992	992000.0	5.736e-15
993	993000.0	5.713e-15
994	994000.0	5.69e-15
995	995000.0	5.667e-15
996	996000.0	5.644999999999999e-15
997	997000.0	5.6219999999999995e-15
998	998000.0	5.6e-15
999	999000.0	5.577e-15
1000	1000000.0	5.555e-15
